initial_distribution_residual,flow_residual,max_flow_residual,layer_mass_error,min_occupancy,utility,solver,requested_solver,solver_fallback_from,solver_status,solver_objective,evaluated_objective,wall_time_sec,solver_time_sec,solver_num_iters,variable_count,constraint_count,horizon,state_count,action_count,target_count,enforce_layer_mass,objective_discrepancy,accepted_status,accepted_residuals,accepted,instance_type,instance_seed,method,reference_objective,reference_ratio,relative_gap,planning_calls,q,m
0.0,0.0,0.0,2.220446049250313e-16,0.0,soft,,,,not_applicable,,2.9822661710986353,,,,,,30.0,,,,,,,,,allocation,2000,Marginal,7.929877339995003,0.37607973531410444,0.6239202646858955,6.0,5.0,8.0
5.551115123125783e-17,8.326672684688674e-17,8.326672684688674e-17,4.440892098500626e-16,0.0,soft,,,,not_applicable,,7.928131744156342,,,,,,30.0,,,,,,,,,allocation,2000,OCG K=40,7.929877339995003,0.9997798710164334,0.00022012898356657816,40.0,5.0,8.0
3.356585343006202e-09,3.6179915730016887e-09,3.6179915730016887e-09,3.2552702755594964e-09,0.0,log,CLARABEL,CLARABEL,,optimal,14.124485535721034,14.124485535721034,0.08770059997914359,0.0126123,22.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2000,Direct-CVX,14.124485535721034,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0040618055179429844,log,,,,not_applicable,,11.482173956429751,,,,,,30.0,,,,,,,,,allocation,2000,Random,14.124485535721034,0.8129268798775829,0.18707312012241703,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,log,,,,not_applicable,,11.094086032054099,,,,,,30.0,,,,,,,,,allocation,2000,Myopic-effectiveness,14.124485535721034,0.7854506278474349,0.2145493721525651,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,log,,,,not_applicable,,11.094086032054099,,,,,,30.0,,,,,,,,,allocation,2000,Additive,14.124485535721034,0.7854506278474349,0.2145493721525651,1.0,5.0,8.0
0.0,0.0,0.0,2.220446049250313e-16,0.0,log,,,,not_applicable,,7.003399999463428,,,,,,30.0,,,,,,,,,allocation,2000,Marginal,14.124485535721034,0.4958339885549619,0.504166011445038,6.0,5.0,8.0
5.551115123125783e-17,8.326672684688674e-17,8.326672684688674e-17,6.661338147750939e-16,0.0,log,,,,not_applicable,,14.108577052072558,,,,,,30.0,,,,,,,,,allocation,2000,OCG K=40,14.124485535721034,0.9988736946483294,0.0011263053516705251,40.0,5.0,8.0
3.123106218083649e-10,1.258088078159858e-11,3.123106218083649e-10,8.401724871376359e-10,4.245713870550955e-09,soft,CLARABEL,CLARABEL,,optimal,7.923025337611907,7.923025337611907,0.08923450001748279,0.0129518,22.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2001,Direct-CVX,7.923025337611907,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0018433619929174886,soft,,,,not_applicable,,7.717858026348091,,,,,,30.0,,,,,,,,,allocation,2001,Random,7.923025337611907,0.9741049280393118,0.02589507196068816,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,soft,,,,not_applicable,,4.9949499777905535,,,,,,30.0,,,,,,,,,allocation,2001,Myopic-effectiveness,7.923025337611907,0.6304346843469883,0.36956531565301165,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,soft,,,,not_applicable,,5.215285711315568,,,,,,30.0,,,,,,,,,allocation,2001,Additive,7.923025337611907,0.6582442298344986,0.3417557701655014,1.0,5.0,8.0
0.0,0.0,0.0,2.220446049250313e-16,0.0,soft,,,,not_applicable,,2.9900152915798746,,,,,,30.0,,,,,,,,,allocation,2001,Marginal,7.923025337611907,0.37738302784237976,0.6226169721576202,6.0,5.0,8.0
5.551115123125783e-17,1.1102230246251565e-16,1.1102230246251565e-16,4.440892098500626e-16,0.0,soft,,,,not_applicable,,7.91972437142844,,,,,,30.0,,,,,,,,,allocation,2001,OCG K=40,7.923025337611907,0.999583370487559,0.00041662951244099124,40.0,5.0,8.0
1.6031153071693893e-09,1.040870278856687e-09,1.6031153071693893e-09,2.6028252886334258e-09,0.0,log,CLARABEL,CLARABEL,,optimal,13.898033686079371,13.898033686079371,0.08686480001779273,0.0128618,22.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2001,Direct-CVX,13.898033686079371,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0018433619929174886,log,,,,not_applicable,,11.835604364679654,,,,,,30.0,,,,,,,,,allocation,2001,Random,13.898033686079371,0.8516027973463973,0.1483972026536027,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,log,,,,not_applicable,,10.842780680846818,,,,,,30.0,,,,,,,,,allocation,2001,Myopic-effectiveness,13.898033686079371,0.7801665275647753,0.2198334724352246,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,log,,,,not_applicable,,10.936620102616569,,,,,,30.0,,,,,,,,,allocation,2001,Additive,13.898033686079371,0.7869185202487291,0.21308147975127087,1.0,5.0,8.0
0.0,0.0,0.0,2.220446049250313e-16,0.0,log,,,,not_applicable,,7.264459190226658,,,,,,30.0,,,,,,,,,allocation,2001,Marginal,13.898033686079371,0.5226969047789061,0.47730309522109393,6.0,5.0,8.0
1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0,log,,,,not_applicable,,13.878866293653216,,,,,,30.0,,,,,,,,,allocation,2001,OCG K=40,13.898033686079371,0.9986208558088794,0.0013791441911206199,40.0,5.0,8.0
2.2946305966442537e-10,6.477984815234095e-12,2.2946305966442537e-10,8.267354578705977e-10,4.58447848343333e-09,soft,CLARABEL,CLARABEL,,optimal,7.932195557199554,7.932195557199554,0.09589509997749701,0.0135472,22.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2002,Direct-CVX,7.932195557199554,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,2.220446049250313e-16,0.005383415207658945,soft,,,,not_applicable,,7.5896545382319385,,,,,,30.0,,,,,,,,,allocation,2002,Random,7.932195557199554,0.9568163673603945,0.04318363263960541,0.0,5.0,8.0
0.0,0.0,0.0,1.3322676295501878e-15,0.0,soft,,,,not_applicable,,4.994088117059947,,,,,,30.0,,,,,,,,,allocation,2002,Myopic-effectiveness,7.932195557199554,0.6295972005540292,0.3704027994459708,0.0,5.0,8.0
0.0,0.0,0.0,1.3322676295501878e-15,0.0,soft,,,,not_applicable,,4.994088117059947,,,,,,30.0,,,,,,,,,allocation,2002,Additive,7.932195557199554,0.6295972005540292,0.3704027994459708,1.0,5.0,8.0
0.0,0.0,0.0,3.3306690738754696e-16,0.0,soft,,,,not_applicable,,2.9749029932073605,,,,,,30.0,,,,,,,,,allocation,2002,Marginal,7.932195557199554,0.3750415596482904,0.6249584403517097,6.0,5.0,8.0
1.1102230246251565e-16,8.326672684688674e-17,1.1102230246251565e-16,4.440892098500626e-16,0.0,soft,,,,not_applicable,,7.930229941811755,,,,,,30.0,,,,,,,,,allocation,2002,OCG K=40,7.932195557199554,0.9997521978153936,0.0002478021846064469,40.0,5.0,8.0
1.9561440245396966e-09,2.699269141537286e-09,2.699269141537286e-09,3.3813911670677044e-09,0.0,log,CLARABEL,CLARABEL,,optimal,14.154423920492697,14.154423920492697,0.10121140000410378,0.0128297,22.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2002,Direct-CVX,14.154423920492697,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,2.220446049250313e-16,0.005383415207658945,log,,,,not_applicable,,11.268298130444212,,,,,,30.0,,,,,,,,,allocation,2002,Random,14.154423920492697,0.7960972621520847,0.20390273784791538,0.0,5.0,8.0
0.0,0.0,0.0,1.3322676295501878e-15,0.0,log,,,,not_applicable,,11.040105070235454,,,,,,30.0,,,,,,,,,allocation,2002,Myopic-effectiveness,14.154423920492697,0.7799755844709194,0.22002441552908059,0.0,5.0,8.0
0.0,0.0,0.0,1.3322676295501878e-15,0.0,log,,,,not_applicable,,11.040105070235454,,,,,,30.0,,,,,,,,,allocation,2002,Additive,14.154423920492697,0.7799755844709194,0.22002441552908059,1.0,5.0,8.0
0.0,0.0,0.0,3.3306690738754696e-16,0.0,log,,,,not_applicable,,7.071066695400919,,,,,,30.0,,,,,,,,,allocation,2002,Marginal,14.154423920492697,0.49956584140195687,0.5004341585980431,6.0,5.0,8.0
1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0,log,,,,not_applicable,,14.145572628585835,,,,,,30.0,,,,,,,,,allocation,2002,OCG K=40,14.154423920492697,0.9993746625114113,0.0006253374885887401,40.0,5.0,8.0
7.95855825685976e-10,1.582067810090848e-15,7.95855825685976e-10,1.0730970556593888e-09,5.83409640580803e-09,soft,CLARABEL,CLARABEL,,optimal,7.893621535112764,7.893621535112764,0.09421290003228933,0.0141202,23.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2003,Direct-CVX,7.893621535112764,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0006369242128383012,soft,,,,not_applicable,,7.60705817508111,,,,,,30.0,,,,,,,,,allocation,2003,Random,7.893621535112764,0.9636968457688337,0.0363031542311663,0.0,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0,soft,,,,not_applicable,,4.991721503533945,,,,,,30.0,,,,,,,,,allocation,2003,Myopic-effectiveness,7.893621535112764,0.6323740606677865,0.3676259393322135,0.0,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0,soft,,,,not_applicable,,4.813476030332589,,,,,,30.0,,,,,,,,,allocation,2003,Additive,7.893621535112764,0.6097931106680334,0.3902068893319666,1.0,5.0,8.0
0.0,0.0,0.0,9.992007221626409e-16,0.0,soft,,,,not_applicable,,1.9988613358794227,,,,,,30.0,,,,,,,,,allocation,2003,Marginal,7.893621535112764,0.25322487618490414,0.7467751238150958,6.0,5.0,8.0
3.469446951953614e-18,1.3877787807814457e-16,1.3877787807814457e-16,4.440892098500626e-16,0.0,soft,,,,not_applicable,,7.888096638807056,,,,,,30.0,,,,,,,,,allocation,2003,OCG K=40,7.893621535112764,0.9993000809221557,0.0006999190778443188,40.0,5.0,8.0
4.368792438924629e-09,8.107714222216345e-10,4.368792438924629e-09,5.4988658071408736e-09,0.0,log,CLARABEL,CLARABEL,,optimal,13.73694085882348,13.73694085882348,0.09582149999914691,0.0169573,28.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2003,Direct-CVX,13.73694085882348,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0006369242128383012,log,,,,not_applicable,,11.691984125213796,,,,,,30.0,,,,,,,,,allocation,2003,Random,13.73694085882348,0.851134488047521,0.14886551195247902,0.0,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0,log,,,,not_applicable,,11.02408945943249,,,,,,30.0,,,,,,,,,allocation,2003,Myopic-effectiveness,13.73694085882348,0.8025141530948299,0.19748584690517013,0.0,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0,log,,,,not_applicable,,10.165559310011341,,,,,,30.0,,,,,,,,,allocation,2003,Additive,13.73694085882348,0.7400162390217923,0.25998376097820775,1.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,log,,,,not_applicable,,7.424709697153567,,,,,,30.0,,,,,,,,,allocation,2003,Marginal,13.73694085882348,0.5404922226468307,0.4595077773531693,6.0,5.0,8.0
6.938893903907228e-18,1.1102230246251565e-16,1.1102230246251565e-16,4.440892098500626e-16,0.0,log,,,,not_applicable,,13.716438991362317,,,,,,30.0,,,,,,,,,allocation,2003,OCG K=40,13.73694085882348,0.9985075376190474,0.0014924623809525217,40.0,5.0,8.0
4.061875280569893e-10,1.4932499681208355e-14,4.061875280569893e-10,7.706785210004341e-10,4.866024289331736e-09,soft,CLARABEL,CLARABEL,,optimal,7.920479678260709,7.920479678260709,0.09256760001881048,0.0146867,24.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2004,Direct-CVX,7.920479678260709,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,1.7763568394002505e-15,0.004377489692969825,soft,,,,not_applicable,,7.668545863147888,,,,,,30.0,,,,,,,,,allocation,2004,Random,7.920479678260709,0.9681921013187746,0.03180789868122535,0.0,5.0,8.0
0.0,0.0,0.0,1.5543122344752192e-15,0.0,soft,,,,not_applicable,,2.9999542763406684,,,,,,30.0,,,,,,,,,allocation,2004,Myopic-effectiveness,7.920479678260709,0.3787591658841855,0.6212408341158144,0.0,5.0,8.0
0.0,0.0,0.0,1.5543122344752192e-15,0.0,soft,,,,not_applicable,,2.9999542763406684,,,,,,30.0,,,,,,,,,allocation,2004,Additive,7.920479678260709,0.3787591658841855,0.6212408341158144,1.0,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0,soft,,,,not_applicable,,4.325292880687712,,,,,,30.0,,,,,,,,,allocation,2004,Marginal,7.920479678260709,0.5460897643054772,0.4539102356945228,6.0,5.0,8.0
5.551115123125783e-17,8.326672684688674e-17,8.326672684688674e-17,1.1102230246251565e-15,0.0,soft,,,,not_applicable,,7.91692870512024,,,,,,30.0,,,,,,,,,allocation,2004,OCG K=40,7.920479678260709,0.99955167195868,0.00044832804131997127,40.0,5.0,8.0
1.7692431963922672e-09,2.0557398838771945e-09,2.0557398838771945e-09,1.694383744421657e-09,0.0,log,CLARABEL,CLARABEL,,optimal,13.83002147270667,13.83002147270667,0.10420639999210835,0.0189372,25.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2004,Direct-CVX,13.83002147270667,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,1.7763568394002505e-15,0.004377489692969825,log,,,,not_applicable,,11.790542988566681,,,,,,30.0,,,,,,,,,allocation,2004,Random,13.83002147270667,0.8525325149953767,0.1474674850046233,0.0,5.0,8.0
0.0,0.0,0.0,1.5543122344752192e-15,0.0,log,,,,not_applicable,,7.9462179539718925,,,,,,30.0,,,,,,,,,allocation,2004,Myopic-effectiveness,13.83002147270667,0.5745629513051465,0.42543704869485355,0.0,5.0,8.0
0.0,0.0,0.0,1.5543122344752192e-15,0.0,log,,,,not_applicable,,7.9462179539718925,,,,,,30.0,,,,,,,,,allocation,2004,Additive,13.83002147270667,0.5745629513051465,0.42543704869485355,1.0,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0,log,,,,not_applicable,,9.266916679962732,,,,,,30.0,,,,,,,,,allocation,2004,Marginal,13.83002147270667,0.6700580109908612,0.3299419890091389,6.0,5.0,8.0
5.551115123125783e-17,8.326672684688674e-17,8.326672684688674e-17,1.1102230246251565e-15,0.0,log,,,,not_applicable,,13.820288219591752,,,,,,30.0,,,,,,,,,allocation,2004,OCG K=40,13.83002147270667,0.9992962228486683,0.0007037771513317278,40.0,5.0,8.0
2.7354241094457166e-10,1.6653345369377348e-16,2.7354241094457166e-10,5.689734239311406e-10,4.769703063373641e-09,soft,CLARABEL,CLARABEL,,optimal,7.941283729899701,7.941283729899701,0.09301010001217946,0.0150765,25.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2005,Direct-CVX,7.941283729899701,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0016329797885630457,soft,,,,not_applicable,,7.79502304244556,,,,,,30.0,,,,,,,,,allocation,2005,Random,7.941283729899701,0.981582236269502,0.018417763730497996,0.0,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0,soft,,,,not_applicable,,4.9822552837632905,,,,,,30.0,,,,,,,,,allocation,2005,Myopic-effectiveness,7.941283729899701,0.6273866358665183,0.3726133641334816,0.0,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0,soft,,,,not_applicable,,4.9822552837632905,,,,,,30.0,,,,,,,,,allocation,2005,Additive,7.941283729899701,0.6273866358665183,0.3726133641334816,1.0,5.0,8.0
0.0,0.0,0.0,1.7763568394002505e-15,0.0,soft,,,,not_applicable,,2.999570497225489,,,,,,30.0,,,,,,,,,allocation,2005,Marginal,7.941283729899701,0.37771859050090556,0.6222814094990945,6.0,5.0,8.0
1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,6.661338147750939e-16,0.0,soft,,,,not_applicable,,7.937393428472268,,,,,,30.0,,,,,,,,,allocation,2005,OCG K=40,7.941283729899701,0.9995101168073386,0.0004898831926614139,40.0,5.0,8.0
2.9632462039685947e-09,2.781233965354346e-09,2.9632462039685947e-09,1.5803854891416336e-09,0.0,log,CLARABEL,CLARABEL,,optimal,14.233851499414254,14.233851499414254,0.08939540002029389,0.0148282,26.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2005,Direct-CVX,14.233851499414254,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0016329797885630457,log,,,,not_applicable,,12.369454884745963,,,,,,30.0,,,,,,,,,allocation,2005,Random,14.233851499414254,0.8690167159081986,0.1309832840918014,0.0,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0,log,,,,not_applicable,,10.837040645076137,,,,,,30.0,,,,,,,,,allocation,2005,Myopic-effectiveness,14.233851499414254,0.7613568713655681,0.2386431286344319,0.0,5.0,8.0
0.0,0.0,0.0,6.661338147750939e-16,0.0,log,,,,not_applicable,,10.837040645076137,,,,,,30.0,,,,,,,,,allocation,2005,Additive,14.233851499414254,0.7613568713655681,0.2386431286344319,1.0,5.0,8.0
0.0,0.0,0.0,1.7763568394002505e-15,0.0,log,,,,not_applicable,,7.598490933731155,,,,,,30.0,,,,,,,,,allocation,2005,Marginal,14.233851499414254,0.5338323878146295,0.46616761218537056,6.0,5.0,8.0
1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,6.661338147750939e-16,0.0,log,,,,not_applicable,,14.21598407126771,,,,,,30.0,,,,,,,,,allocation,2005,OCG K=40,14.233851499414254,0.9987447228779028,0.0012552771220971524,40.0,5.0,8.0
1.983970765451204e-10,2.3397117576706705e-12,1.983970765451204e-10,4.682826348911817e-10,2.111453419768122e-09,soft,CLARABEL,CLARABEL,,optimal,7.924947924900986,7.924947924900986,0.10038509999867529,0.0136573,23.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2006,Direct-CVX,7.924947924900986,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,3.3306690738754696e-16,0.004185056492321572,soft,,,,not_applicable,,7.685934122013826,,,,,,30.0,,,,,,,,,allocation,2006,Random,7.924947924900986,0.9698403314252508,0.030159668574749207,0.0,5.0,8.0
0.0,0.0,0.0,7.771561172376096e-16,0.0,soft,,,,not_applicable,,3.9899132110930715,,,,,,30.0,,,,,,,,,allocation,2006,Myopic-effectiveness,7.924947924900986,0.5034623885106376,0.49653761148936243,0.0,5.0,8.0
0.0,0.0,0.0,5.551115123125783e-16,0.0,soft,,,,not_applicable,,4.99693474416485,,,,,,30.0,,,,,,,,,allocation,2006,Additive,7.924947924900986,0.6305321866486941,0.36946781335130585,1.0,5.0,8.0
0.0,0.0,0.0,2.220446049250313e-16,0.0,soft,,,,not_applicable,,1.999999595652802,,,,,,30.0,,,,,,,,,allocation,2006,Marginal,7.924947924900986,0.2523675378823123,0.7476324621176877,6.0,5.0,8.0
1.6653345369377348e-16,8.326672684688674e-17,1.6653345369377348e-16,2.220446049250313e-16,0.0,soft,,,,not_applicable,,7.9203925379681115,,,,,,30.0,,,,,,,,,allocation,2006,OCG K=40,7.924947924900986,0.999425183991612,0.0005748160083880744,40.0,5.0,8.0
1.968435872634622e-09,1.392777379538579e-09,1.968435872634622e-09,7.378471167385214e-10,0.0,log,CLARABEL,CLARABEL,,optimal,14.030435195408167,14.030435195408167,0.09464669995941222,0.0171646,29.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2006,Direct-CVX,14.030435195408167,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,3.3306690738754696e-16,0.004185056492321572,log,,,,not_applicable,,11.95284302154792,,,,,,30.0,,,,,,,,,allocation,2006,Random,14.030435195408167,0.8519224710477837,0.14807752895221624,0.0,5.0,8.0
0.0,0.0,0.0,7.771561172376096e-16,0.0,log,,,,not_applicable,,9.380060798137531,,,,,,30.0,,,,,,,,,allocation,2006,Myopic-effectiveness,14.030435195408167,0.6685509513780019,0.33144904862199814,0.0,5.0,8.0
0.0,0.0,0.0,5.551115123125783e-16,0.0,log,,,,not_applicable,,11.131651186303806,,,,,,30.0,,,,,,,,,allocation,2006,Additive,14.030435195408167,0.7933931507660529,0.20660684923394715,1.0,5.0,8.0
0.0,0.0,0.0,2.220446049250313e-16,0.0,log,,,,not_applicable,,5.667545240446302,,,,,,30.0,,,,,,,,,allocation,2006,Marginal,14.030435195408167,0.40394650354831163,0.5960534964516884,6.0,5.0,8.0
2.7755575615628914e-17,1.1102230246251565e-16,1.1102230246251565e-16,4.440892098500626e-16,0.0,log,,,,not_applicable,,14.01847435839178,,,,,,30.0,,,,,,,,,allocation,2006,OCG K=40,14.030435195408167,0.9991475077679485,0.0008524922320514736,40.0,5.0,8.0
2.9250579736128657e-10,2.414540789530406e-12,2.9250579736128657e-10,8.897952374908868e-10,4.7527137519979276e-09,soft,CLARABEL,CLARABEL,,optimal,7.899050168196369,7.899050168196369,0.08981760003371164,0.0143096,24.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2007,Direct-CVX,7.899050168196369,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,1.7763568394002505e-15,0.013192629828133191,soft,,,,not_applicable,,7.678896285448049,,,,,,30.0,,,,,,,,,allocation,2007,Random,7.899050168196369,0.9721290689310069,0.027870931068993132,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,soft,,,,not_applicable,,3.991657293511538,,,,,,30.0,,,,,,,,,allocation,2007,Myopic-effectiveness,7.899050168196369,0.5053338323616413,0.4946661676383587,0.0,5.0,8.0
0.0,0.0,0.0,1.3322676295501878e-15,0.0,soft,,,,not_applicable,,3.999137257483879,,,,,,30.0,,,,,,,,,allocation,2007,Additive,7.899050168196369,0.506280777097156,0.4937192229028439,1.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,soft,,,,not_applicable,,1.9999572805607162,,,,,,30.0,,,,,,,,,allocation,2007,Marginal,7.899050168196369,0.25318959089702514,0.7468104091029749,6.0,5.0,8.0
1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-15,0.0,soft,,,,not_applicable,,7.892769291125731,,,,,,30.0,,,,,,,,,allocation,2007,OCG K=40,7.899050168196369,0.9992048566679668,0.0007951433320332843,40.0,5.0,8.0
1.8572745563716353e-09,5.352323029228501e-10,1.8572745563716353e-09,3.0546071227988136e-09,0.0,log,CLARABEL,CLARABEL,,optimal,13.659021699503182,13.659021699503182,0.08822879998479038,0.0120109,19.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2007,Direct-CVX,13.659021699503182,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,1.7763568394002505e-15,0.013192629828133191,log,,,,not_applicable,,11.86165971803094,,,,,,30.0,,,,,,,,,allocation,2007,Random,13.659021699503182,0.8684121000014506,0.1315878999985494,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,log,,,,not_applicable,,9.368391346507478,,,,,,30.0,,,,,,,,,allocation,2007,Myopic-effectiveness,13.659021699503182,0.6858757202829712,0.31412427971702883,0.0,5.0,8.0
0.0,0.0,0.0,1.3322676295501878e-15,0.0,log,,,,not_applicable,,9.645971616507392,,,,,,30.0,,,,,,,,,allocation,2007,Additive,13.659021699503182,0.7061978396928855,0.29380216030711453,1.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,log,,,,not_applicable,,5.715340489441088,,,,,,30.0,,,,,,,,,allocation,2007,Marginal,13.659021699503182,0.41842971006107793,0.5815702899389221,6.0,5.0,8.0
1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.3322676295501878e-15,0.0,log,,,,not_applicable,,13.636323140266548,,,,,,30.0,,,,,,,,,allocation,2007,OCG K=40,13.659021699503182,0.9983382002213629,0.0016617997786371195,40.0,5.0,8.0
3.0104507775519096e-10,2.756128658631951e-14,3.0104507775519096e-10,5.93093463230332e-10,3.646711688056485e-09,soft,CLARABEL,CLARABEL,,optimal,7.928044546586974,7.928044546586974,0.09215420001419261,0.0130353,23.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2008,Direct-CVX,7.928044546586974,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0007703516459277448,soft,,,,not_applicable,,7.711990910195658,,,,,,30.0,,,,,,,,,allocation,2008,Random,7.928044546586974,0.9727481808254562,0.02725181917454378,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,soft,,,,not_applicable,,4.869437131448548,,,,,,30.0,,,,,,,,,allocation,2008,Myopic-effectiveness,7.928044546586974,0.6142040578650434,0.38579594213495655,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,soft,,,,not_applicable,,4.869437131448548,,,,,,30.0,,,,,,,,,allocation,2008,Additive,7.928044546586974,0.6142040578650434,0.38579594213495655,1.0,5.0,8.0
0.0,0.0,0.0,1.1102230246251565e-15,0.0,soft,,,,not_applicable,,2.98973256721032,,,,,,30.0,,,,,,,,,allocation,2008,Marginal,7.928044546586974,0.3771084470630783,0.6228915529369217,6.0,5.0,8.0
2.7755575615628914e-17,5.551115123125783e-17,5.551115123125783e-17,1.1102230246251565e-15,0.0,soft,,,,not_applicable,,7.92484836225927,,,,,,30.0,,,,,,,,,allocation,2008,OCG K=40,7.928044546586974,0.9995968508616566,0.00040314913834334427,40.0,5.0,8.0
1.7645334082772024e-09,1.0637558056636465e-09,1.7645334082772024e-09,2.792948650132132e-09,0.0,log,CLARABEL,CLARABEL,,optimal,14.005406250089191,14.005406250089191,0.09372920001624152,0.0151303,27.0,1200.0,30.0,30.0,5.0,8.0,8.0,False,0.0,True,True,True,allocation,2008,Direct-CVX,14.005406250089191,1.0,0.0,,5.0,8.0
0.0,0.0,0.0,8.881784197001252e-16,0.0007703516459277448,log,,,,not_applicable,,11.823369911928793,,,,,,30.0,,,,,,,,,allocation,2008,Random,14.005406250089191,0.8442004252360404,0.15579957476395956,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,log,,,,not_applicable,,10.583966932827703,,,,,,30.0,,,,,,,,,allocation,2008,Myopic-effectiveness,14.005406250089191,0.7557058141573224,0.24429418584267762,0.0,5.0,8.0
0.0,0.0,0.0,4.440892098500626e-16,0.0,log,,,,not_applicable,,10.583966932827703,,,,,,30.0,,,,,,,,,allocation,2008,Additive,14.005406250089191,0.7557058141573224,0.24429418584267762,1.0,5.0,8.0
0.0,0.0,0.0,1.1102230246251565e-15,0.0,log,,,,not_applicable,,6.967887509102299,,,,,,30.0,,,,,,,,,allocation,2008,Marginal,14.005406250089191,0.49751413023509583,0.5024858697649042,6.0,5.0,8.0
4.163336342344337e-17,1.1102230246251565e-16,1.1102230246251565e-16,1.3322676295501878e-15,0.0,log,,,,not_applicable,,13.98385183632817,,,,,,30.0,,,,,,,,,allocation,2008,OCG K=40,14.005406250089191,0.9984609933209982,0.0015390066790017549,40.0,5.0,8.0
